codigo_cuoc_2022;denominacion_cuoc_2022
74221.024;Reparador equipo de radio aeronaves
74221.025;Técnico de instalación y mantenimiento de servicios satelitales
74221.026;Técnico en cableado de datos y telecomunicaciones
74221.027;Técnico en instalación y mantenimiento de redes inalámbricas
74221.028;Técnico reparador de líneas de telecomunicaciones
74222;Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de telecomunicaciones
74222.001;Asistente técnico de telecomunicaciones
74222.002;Auxiliar de instalación y reparación de redes de telecomunicaciones
74222.003;Auxiliar empalmador de cables de telecomunicaciones
74222.004;Auxiliar en soporte y mantenimiento de TI (Tecnologías de la Información)
74222.005;Auxiliar soporte mesa de ayuda (help desk)
74222.006;Auxiliar soporte técnico equipos TIC (tecnologías de la información y las comunicaciones)
74222.007;Auxiliar técnico de conexiones
74222.008;Auxiliar técnico de telecomunicaciones
74222.009;Electronicista de mantenimiento
74222.010;Electronicista reparador de receptores de radio
74222.011;Electronicista reparador de televisión
74222.012;Instalador de computadores
74222.013;Instalador de equipo de telecomunicaciones
74222.014;Instalador de estación telefónica
74222.015;Instalador de líneas y estación telefónica
74222.016;Instalador de PBX
74222.017;Instalador de radioteléfono
74222.018;Instalador de teléfonos
74222.019;Instalador reparador de caja de distribución telefónica
74222.020;Liniero de telecomunicaciones
74222.021;Mecánico electronicista
74222.022;Mecánico electronicista de aparatos grabación
74222.023;Operario de conexiones
74222.024;Operario de tecnología de las telecomunicaciones
74222.025;Reparador de aparatos telefónicos
74222.026;Reparador de computadores y equipo periférico
74222.027;Reparador de equipo de radiocomunicación de aeronaves
74222.028;Reparador de equipos de telecomunicaciones
74222.029;Reparador de equipos informáticos
74222.030;Reparador de radio
74222.031;Reparador de receptores de radio
74222.032;Reparador de receptores de televisión
74222.033;Reparador de sistemas comunicación militar
74222.034;Reparador de telecomunicaciones
74222.035;Reparador de telefonía celular
74222.036;Reparador de teléfonos
74222.037;Reparador de televisión
74222.038;Reparador instalador de equipo telefónico
74222.039;Técnico de mantenimiento de equipo de cómputo
74222.040;Trabajador de instalación y reparación de equipos de telecomunicaciones
74223;Operarios de mantenimiento y servicio de televisión por cable
74223.001;Ajustador de instalación de televisión por cable
74223.002;Instalador de televisión por cable
74223.003;Operario de instalación de televisión por cable
74223.004;Operario de mantenimiento de televisión por cable
74223.005;Operario de montaje de antenas de televisión por cable
74223.006;Operario de servicio de televisión por cable
74223.007;Reparador de televisión por cable
74223.008;Técnico de instalación de televisión por cable
74223.009;Técnico de mantenimiento de televisión por cable
74223.010;Técnico de montaje de antenas de televisión por cable
74223.011;Técnico de servicio de televisión por cable
75;OFICIALES Y OPERARIOS DE PROCESAMIENTO DE ALIMENTOS, DE LA CONFECCIÓN, EBANISTAS Y AFINES 
751;Oficiales y operarios de procesamiento de alimentos y afines
7511;Carniceros, pescaderos y afines
75110;Carniceros, pescaderos y afines
75110.001;Acecinador de carnes
75110.002;Ahumador de carnes
75110.003;Arreglador de carnes
75110.004;Auxiliar de corte de carne
75110.005;Ayudante de planta de beneficio animal
75110.006;Butifarrero
75110.007;Carnicero
75110.008;Carnicero industrial
75110.009;Carnicero matarife
75110.010;Carnicero mayorista y al detal
75110.011;Chacinero
75110.012;Clasificador de aves de beneficiadero
75110.013;Clasificador de carne
75110.014;Clasificador de pescado
75110.015;Cortador carne mayorista y al detal
75110.016;Cortador carne supermercado
75110.017;Cortador de carne
75110.018;Cortador porcionador de carne comercio
75110.019;Curador de carne
75110.020;Curador de jamones
75110.021;Curador de pescado
75110.022;Desollador de animales
75110.023;Despostador de carne
75110.024;Embutidor de cárnicos
75110.025;Empacador de aves
75110.026;Empacador de cárnicos
75110.027;Fileteador de pescado
75110.028;Lavador de carne
75110.029;Lavador reses carnicería
75110.030;Matarife
75110.031;Matarife carnicero
75110.032;Operario de clasificación y pesaje
75110.033;Operario de cuarto frio
75110.034;Operario de descabezado, pelado y desvenado
75110.035;Operario de escamado
75110.036;Operario de eviscerado
75110.037;Operario de fileteo y maquillaje
75110.038;Operario de lavado de pescado y mariscos
75110.039;Operario de planta de beneficio de aves
75110.040;Operario de recepción de peces y camarón
75110.041;Operario de sacrificio
75110.042;Operario planta de beneficio animal
75110.043;Pelador de camarones
75110.044;Porcionador de carne
75110.045;Preparador de jamones
75110.046;Preparador de pescado
75110.047;Procesador de camarón
75110.048;Procesador de mariscos
75110.049;Productor de embutidos artesanales
75110.050;Puntillero de mataderos
75110.051;Salador de carne
75110.052;Salador de jamón
75110.053;Salador de pescado
75110.054;Salazonero
75110.055;Salchichero
75110.056;Seleccionador de mariscos
75110.057;Eviscerador de pescado
75110.058;Procesador de pescados y mariscos
75110.059;Manipulador pescado
7512;Panaderos, pasteleros, confiteros y paneleros
75121;Panaderos, pasteleros y confiteros
75121.001;Amasador de panadería
75121.002;Artesana de amasijos
75121.003;Batidor de chocolate
75121.004;Batidor elaboración chocolate
75121.005;Bizcochero
75121.006;Chocolatero
75121.007;Confitero
75121.008;Confitero de amasijos y dulces tradicionales
75121.009;Dulcera tradicional
75121.010;Galletero
75121.011;Hornero de confitería
75121.012;Hornero de galletas
75121.013;Hornero elaboración galletas
75121.014;Hornero panadería
75121.015;Moldeador de elaboración de chocolate
75121.016;Molinero de cacao
75121.017;Operario de fabricación de chicle
75121.018;Operario de fabricación de levadura
75121.019;Operario de fabricación de pastas alimenticias
75121.020;Operario fabricación galletas
75121.021;Panadero
75121.022;Panadero bizcochero
75121.023;Panadero galletero
75121.024;Panadero pastelero
75121.026;Pastelero
75121.027;Pizzero
75121.028;Preparador de amasijos y dulces tradicionales
75121.029;Procesador dulces artesanales
75121.030;Procesador pan
75121.031;Refinador elaboración chocolate
75121.032;Repostero
75121.033;Repostero pastelería
75121.034;Trabajador de preparación de almíbares de frutas
75121.035;Trabajador de preparación de mermeladas
75122;Transformadores de caña panelera
75122.001;Amasador de panela
75122.002;Arrumador de panela
75122.003;Atizador de panela
75122.004;Bagazero
75122.005;Batidor de panela
75122.006;Brequero
75122.007;Cabo de ramada
75122.008;Cañatero
75122.009;Contra hornero de panela
75122.010;Coquero de panela
75122.011;Cuatrero de panela
75122.012;Descachazador de panela
75122.013;Evaporador de panela
75122.014;Fogonero de panela
75122.015;Gaverero de panela
75122.016;Guarapero de panela
75122.017;Hornero de panela
75122.018;Hornillero de panela
75122.019;Melador de panela
75122.020;Melero de panela
75122.021;Mete caña
75122.022;Moldero de panela
75122.023;Moledor de panela
75122.024;Molendero de panela
75122.025;Moliendero de panela
75122.026;Operador trapiche
75122.027;Operario de trapiche de caña de azúcar
75122.028;Pailero de panela
75122.029;Panelero
75122.030;Pesador de panela
75122.031;Platillero de panela
75122.032;Prensero de panela
75122.033;Procesador de panela
75122.034;Punteador de panela
75122.035;Tallador de panela
75122.036;Trapichero
7513;Operarios de la elaboración de productos lácteos
75130;Operarios de la elaboración de productos lácteos
75130.001;Mantequillero
75130.002;Operario de preparación de productos lácteos
75130.003;Procesador de quesos
75130.004;Quesero
7514;Operarios de la conservación de frutas, legumbres, verduras y afines
75140;Operarios de la conservación de frutas, legumbres, verduras y afines
75140.001;Alambiquera
75140.002;Almazarero
75140.003;Chichera
75140.004;Conservero de frutas
75140.005;Conservero de legumbres y verduras
75140.006;Destilador de bebidas tradicionales
75140.007;Elaborador de encurtidos
75140.008;Elaborador de mermelada
75140.009;Encurtidora
75140.010;Ñequera
75140.011;Operario de elaboración de chutney
75140.012;Operario de fabricación de zumos de frutas
75140.013;Operario de fabricación de zumos de legumbres
75140.014;Pelador frutas procesamiento alimentos y bebidas
75140.015;Preservador de frutas
75140.016;Tapetucera
75140.017;Trabajador de preparación de jugos concentrados
75140.018;Transformador de bebidas tradicionales a base de plantas naturales
75140.019;Vichero
7515;Catadores y clasificadores de alimentos y bebidas
75150;Catadores y clasificadores de alimentos y bebidas
75150,018;Inspector de control de calidad de alimentos y bebidas
75150.001;Catador
75150.002;Catador de alimentos
75150.003;Catador de café
75150.004;Catador de cerveza
75150.005;Catador de licores
75150.006;Catador de té
75150.007;Catador de vinos
75150.008;Catador de zumos
75150.009;Clasificador de alimentos
75150.010;Clasificador de frutas y vegetales de procesamiento
75150.011;Clasificador de granos y cereal
75150.012;Clasificador de productos de pesca
75150.013;Clasificador de productos lácteos
75150.014;Clasificador procesamiento frutas y vegetales
75150.015;Degustador de alimentos y bebidas
75150.016;Inspector control de calidad de bebidas
75150.017;Inspector control de calidad procesamiento de alimentos y bebidas
7516;Preparadores y elaboradores de cigarros y productos del tabaco
75160;Preparadores y elaboradores de cigarros y productos del tabaco
75160.001;Acondicionador de tabaco
75160.002;Aromatizador de tabaco
75160.003;Cigarrero
75160.004;Clasificador de cigarros
75160.005;Clasificador de hojas de tabaco
75160.006;Clasificador de tabaco
75160.007;Despalillador de tabaco
75160.008;Desvenador de tabaco
75160.009;Empacador de cigarros
75160.010;Enfriador de tabaco
75160.011;Fabricador de cigarros
75160.012;Humectador de tabaco
75160.013;Laminador de vena de tabaco
75160.014;Ligador de tabaco
75160.015;Mezclador de tabaco
75160.016;Operario de fabricación de cigarros
75160.017;Operario de picado de tabaco
75160.018;Operario de secado de tabaco
75160.019;Operario limpieza y clasificación procesamiento del tabaco
75160.020;Oreador de tabaco
75160.021;Prensador de cigarros
75160.022;Preparador de picadura de tabaco de pipa
75160.023;Refrescador tabaco
75160.024;Secador de rapé
75160.025;Secador de tabaco
75160.026;Tabaquero
75160.027;Torcedor de tabaco
752;Oficiales y operarios del tratamiento de la madera, ebanistas y afines
7521;Operarios del tratamiento de la madera
75210;Operarios del tratamiento de la madera
75210.001;Impregnador de madera
75210.002;Inmunizador de madera
75210.003;Operador de contenedores para tratamiento de madera
75210.004;Operador de hornos de secado de madera
75210.005;Operador de máquina impregnadora de madera
75210.006;Operador de máquina secadora de madera
75210.007;Operador de secado de chapa de madera
75210.008;Operador de secadores de madera
75210.009;Operario de tratamiento de la madera
75210.010;Operario de tratamiento de madera para incisiones
75210.011;Secador de madera
7522;Ebanistas y carpinteros (excluye carpinteros de armar y de obra blanca)
75220;Ebanistas y carpinteros (excluye carpinteros de armar y de obra blanca)
75220.001;Ayudante técnico de ebanistería
75220.002;Chapeador de muebles de madera
75220.003;Ebanista
75220.004;Ebanista armador de fabricación de muebles
75220.005;Ebanista de ataúdes
75220.006;Ebanista de marquetería
75220.007;Ebanista marquetero
75220.008;Ebanista tallista
75220.009;Esqueletero de fabricación muebles
75220.010;Fabricante de muebles en madera
75220.011;Mueblista
75220.012;Operario de lijado de madera
75220.013;Operario de máquina cepilladora de madera
75220.014;Operario ensamblador de espigas de madera
75220.015;Operario ensamble espigas de madera
75220.016;Patronista de madera
75220.017;Tallista de madera
75220.018;Taraceador trabajo de la madera
75220.019;Tonelero
75220.020;Trazador de ebanistería
7523;Ajustadores y operadores de máquinas para trabajar madera
75230;Ajustadores y operadores de máquinas para trabajar madera
75230.001;Acabador de muebles de madera
75230.002;Ajustador máquina trabajo de la madera
75230.003;Ajustador operador de ranuradora de madera
75230.004;Ajustador operador máquinas trabajo de la madera
75230.005;Ajustador operador torno madera
75230.006;Marcador madera
75230.007;Operador cepilladora madera
75230.008;Operador de máquina acabado madera
75230.009;Operador de máquina acabado muebles madera
75230.010;Operador de máquina carpintería mecánica
75230.011;Operador de máquina cepilladora
75230.012;Operador de máquina cepilladora de madera
75230.013;Operador de máquina control numérico trabajo de la madera
75230.014;Operador de máquina curvadora de madera
75230.015;Operador de máquina curvadora trabajo de la madera
75230.016;Operador de máquina de control numérico para fabricación de productos de madera
75230.017;Operador de máquina de pintura de madera
75230.018;Operador de máquina de talla de madera
75230.019;Operador de máquina de trabajo de productos de madera
75230.020;Operador de máquina escopleadora madera
75230.021;Operador de máquina fabricación implementos deportivos de madera
75230.022;Operador de máquina labra madera
75230.023;Operador de máquina marcadora de madera
75230.024;Operador de máquina molduradora de madera
75230.025;Operador de máquina para el trabajo de la madera
75230.026;Operador de máquina para fabricación de juguetes de madera
75230.027;Operador de máquina para grabado de madera
75230.028;Operador de máquina para labrar madera
75230.029;Operador de máquina perforadora de madera
75230.030;Operador de máquina pulidora de madera
75230.031;Operador de sierra bastidor trabajo de la madera
75230.032;Operador de sierra caladora de madera
75230.033;Operador de sierra circular de productos de madera
75230.034;Operador de sierra sin fin de productos de madera
75230.035;Operador de torno de trabajo de madera
75230.036;Operario acabado muebles de madera
75230.037;Pulidor de muebles de madera
75230.038;Regulador de máquina cepilladora madera
75230.039;Regulador de máquina molduradora madera
75230.040;Regulador de máquina torno madera
75230.041;Regulador operador de cepilladora de madera
75230.042;Regulador operador de taladradora de labra de madera
75230.043;Regulador operador máquinas madera
75230.044;Regulador operador molduradora madera
75230.045;Regulador operador ranuradora madera
75230.046;Regulador operador torno automático madera
75230.047;Regulador operador torno madera
75230.048;Regulador torno automático madera
75230.049;Tornero de madera
75230.050;Tornero trabajo de la madera
753;Oficiales y operarios de la confección y afines
7531;Sastres, modistos, peleteros y sombrereros
75310;Sastres, modistos, peleteros y sombrereros
75310.001;Auxiliar de diseño de modas
75310.002;Auxiliar de sastrería
75310.003;Chizguera modistería
75310.004;Clasificador de pieles de vestir
75310.005;Combinador de pieles
75310.006;Confeccionador de carpas
75310.007;Confeccionador de toldos
75310.008;Fabricante carpas
75310.009;Fabricante de sombreros no artesanal
75310.010;Fabricante toldos
75310.011;Lencera
75310.012;Lencera costurera
75310.013;Maestro de aguja y mesa
75310.014;Modisto
75310.015;Operario manipulador de pieles
75310.016;Pantalonero
75310.017;Peletero
75310.018;Sastre
75310.019;Sastre de confección
75310.020;Sastre de confección sobre medidas
75310.021;Sastre de teatro
75310.022;Sombrerero no artesanal
7532;Patronistas y cortadores de tela, cuero y afines
75321;Patronistas de productos de tela, cuero y piel
75321.001;Modelista de calzado
75321.002;Modelista de marroquinería
75321.003;Patronista
75321.004;Patronista calzado
75321.005;Patronista de marroquinería
75321.006;Patronista de productos de cuero
75321.007;Patronista de productos de piel
75321.008;Patronista de productos textiles
75321.009;Patronista de sombreros
75321.010;Patronista escalador
75321.011;Patronista peletería
75321.012;Patronista prendas de vestir
75321.013;Patronista ropa
75321.014;Patronista tapicero
75322;Cortadores de tela, cuero y piel
75322.001;Auxiliar corte confección
75322.002;Cortador confección en cuero
75322.003;Cortador confección en tela
75322.004;Cortador cuero confección
75322.005;Cortador de confección en serie
75322.006;Cortador de patrones
75322.007;Cortador de pieles
75322.008;Cortador de prendas de vestir
75322.009;Cortador de tapicería
75322.010;Cortador de tela, cuero y piel
75322.011;Cortador guantes
75322.012;Cortador marroquinería
75322.013;Cortador tela confección
75322.014;Cortador velámenes
75322.015;Extendedor de tela para corte en confección
75322.016;Extendedor textiles
75322.017;Operario de corte y trazado
75322.018;Operario de máquina cortadora de tela
75322.019;Operario de máquina de corte de prendas de vestir
75322.020;Operario de máquina de corte de productos textiles
75322.021;Operario de trazo y corte de confección
75322.022;Trazador de prendas de vestir
75322.023;Trazador de ropa de lencería
75322.024;Troquelador de piel
7533;Costureros, bordadores y afines
75330;Costureros, bordadores y afines
75330.001;Bordador a mano no artesanal
75330.002;Cosedor a mano de prendas de vestir
75330.003;Costurera
75330.004;Costurero
75330.005;Operario de manualidades de prendas de vestir
75330.006;Paragüero
75330.007;Pasamanero
75330.008;Remendador de tejidos
7534;Tapiceros, colchoneros y afines
75340;Tapiceros, colchoneros y afines
75340.001;Auxiliar tapicería
75340.002;Ayudante técnico de tapicería
75340.003;Colchonero
75340.004;Confeccionador de edredones
75340.005;Confeccionador de tapicería
75340.006;Restaurador de tapicería
75340.007;Tapicero
75340.008;Tapicero automóviles
75340.009;Tapicero de artículos de ortopedia
75340.010;Tapicero de muebles
75340.011;Tapicero de vehículos
7535;Apelambradores, pellejeros y curtidores
75350;Apelambradores, pellejeros y curtidores
75350.001;Adobador de cueros
75350.002;Alisador de pieles
75350.003;Clasificador cueros y pellejos
75350.004;Clasificador de cuero
75350.005;Clasificador de pellejos
75350.006;Clasificador pieles
75350.007;Curtidor de pieles y cueros
75350.008;Depilador cueros
75350.009;Depilador de pieles
75350.010;Descarnador de cueros
75350.011;Descarnador de pieles
75350.012;Estirador de pieles y cueros
75350.013;Hendedor de cueros
75350.014;Igualador de pieles
75350.015;Igualador pelo y pieles
75350.016;Lavador de cueros
75350.017;Lavador de cueros y pieles a mano
75350.018;Operario procesamiento pieles y cueros
75350.019;Operario tratamiento de pieles y cueros
75350.020;Pelambrero
75350.021;Pellejero curtidor
75350.022;Pintador a mano pieles y cueros
75350.023;Preparador pieles y cueros
75350.024;Rasurador de pieles
75350.025;Rebanador de cueros
75350.026;Salador de cueros
75350.027;Sobador
75350.028;Suavizador de pieles
75350.029;Teñidor cuero
75350.030;Teñidor de pieles de peletería
75350.031;Tintorero cuero aspersión
75350.032;Tintorero pieles aspersión
75350.033;Tintorero pieles y cueros
7536;Zapateros y afines
75360;Zapateros y afines
75360.001;Acabador de calzado
75360.002;Armador de calzado
75360.003;Armador de productos de marroquinería
75360.004;Auxiliar de armado de calzado
75360.005;Auxiliar de corte de calzado
75360.006;Auxiliar de ensuelado
75360.007;Auxiliar de entintado de calzado
75360.008;Auxiliar de estampado de calzado
75360.009;Auxiliar de guarnición
75360.010;Auxiliar de montaje de calzado
75360.011;Auxiliar de zapatería
75360.012;Clasificador de suelas de calzado
75360.013;Cortador de palas de calzado a mano
75360.014;Cosedor de calzado
75360.015;Cosedor de piezas de calzado
75360.016;Emplantillador de calzado
75360.017;Fabricante de calzado
75360.018;Fabricante de calzado ortopédico
75360.019;Guarnecedor de calzado
75360.020;Hormero armador de calzado
75360.021;Marroquinero
75360.022;Montador de calzado
75360.023;Montador de suelas
75360.024;Pegador capellada fabricación calzado
75360.025;Pegador de palas de calzado
75360.026;Preparador de suelas de calzado
75360.027;Preparador montador de palas de calzado
75360.028;Reparador de calzado en zapatería
75360.029;Teñidor de calzado
75360.030;Troquelador de calzado de cuero
75360.031;Zapatero
75360.032;Zapatero de calzado a medida
75360.033;Zapatero de calzado ortopédico
75360.034;Zapatero remendero
754;Otros oficiales, operarios y afines
7541;Buzos
75410;Buzos
75410.001;Buzo
75410.002;Buzo comercial
75410.003;Buzo de rescate
75410.004;Buzo de salvamento
75410.005;Buzo militar de salvamento
75410.006;Buzo montador de estructuras metálicas
75410.007;Buzo pescador de esponjas
75410.008;Buzo pescador de ostras
75410.009;Hombre rana de salvamento
75410.010;Soldador bajo el agua
75410.011;Soldador submarino
75410.012;Trabajador bajo el agua
7542;Dinamiteros y pegadores
75420;Dinamiteros y pegadores
75420.001;Artillero de canteras
75420.002;Auxiliar de voladura de minería subterránea
75420.003;Barrenero
75420.004;Barrenero de cantera
75420.005;Barrenero de construcción
75420.006;Barrenero de minería de superficie
75420.007;Cargapozo
75420.008;Dinamitero
75420.009;Dinamitero de minas
75420.010;Disparador de hidrocarburos
75420.011;Grumete encargado de la pólvora
75420.012;Operario de vehículo de transporte de explosivos de minería subterránea
75420.013;Operario de voladura de construcción
75420.014;Operario de voladura de minería a cielo abierto
75420.015;Operario de voladura de minería subterránea
75420.016;Operario de voladura en canteras
75420.017;Pegador
75420.018;Pegador de cantera
75420.019;Pegador de construcción
75420.020;Pegador de minas
75420.021;Perforador barrenador
75420.022;Perforador de cantera
75420.023;Perforador de minería de superficie
75420.024;Perforador operario de voladura en minería de superficie canteras y construcción
75420.025;Polvorista
75420.026;Shooter de hidrocarburos
7543;Clasificadores y probadores de productos (excluyendo alimentos y bebidas)
75431;Analistas de calidad de textiles
75431.001;Analista calidad de textiles
75431.002;Analista de calidad de telas
75431.003;Analista de calidad fibras
75431.004;Analista de calidad hilatura
75431.005;Analista de calidad tejeduría
75431.006;Analista de calidad tintorería y acabados
75431.007;Analista laboratorio fibras textiles
75431.008;Analista telas
75431.009;Auxiliar revisión textiles
75431.010;Clasificador de lanas
75431.011;Clasificador de textiles
75431.012;Clasificador fibras textiles
75431.013;Clasificador productos textiles
75431.014;Clasificador telas
75431.015;Examinador de telas
75431.016;Inspector de control de calidad de fibras textiles
75431.017;Inspector de control de calidad de hilados
75431.018;Inspector de control de calidad de tejido de punto
75431.019;Inspector de control de calidad de tejidos
75431.020;Inspector de control de calidad de textiles
75431.021;Inspector de telas
75431.022;Inspector textiles
75431.023;Revisor de tejidos
75431.024;Revisor de telas
75432;Inspectores de control de calidad, fabricación de productos de tela, piel y cuero
75432.001;Auditor de calidad de calzado
75432.002;Auditor de calidad de confección
75432.003;Auditor de calidad de marroquinería
75432.004;Examinador de ropa
75432.005;Inspector calidad confección
75432.006;Inspector control calidad marroquinería
75432.007;Inspector de confección
75432.008;Inspector de control de calidad de calzado
75432.009;Inspector de control de calidad de productos de piel
75432.010;Inspector de lencería
75432.011;Inspector de prendas de vestir
75432.012;Inspector de productos de cuero
75432.013;Inspector para la manufacturación del cuero
75432.014;Jefe de calidad de calzado y marroquinería
75432.015;Jefe de calidad de confección
75432.016;Muestreador textiles
75432.017;Revisador de calidad
75433;Inspectores de control de calidad, procesamiento de la madera
75433.001;Clasificador de madera
75433.002;Clasificador madera aserrada
75433.003;Clasificador madera chapada
75433.004;Clasificador madera procesada
75433.005;Inspector de calidad de ensamble de muebles y accesorios
75433.006;Inspector de madera aserrada
75433.007;Inspector de madera procesada
75439;Clasificadores y probadores de productos (excluyendo alimentos y bebidas) no clasificados en otras ocupaciones
75439.001;Auditor de calidad de ensamble de vehículos y motos
75439.002;Clasificador de productos
75439.003;Clasificador productos de arcilla
75439.004;Controlador de calidad
75439.005;Ensayador metales
75439.006;Inspector control de calidad batería eléctrica seca
75439.007;Inspector control de calidad bombillas eléctricas
75439.008;Inspector control de calidad tratamiento de metales y minerales
75439.009;Inspector control de calidad vidrio
75439.010;Inspector de calidad
75439.011;Inspector de calidad de materiales y productos metálicos
75439.012;Inspector de calidad de productos agrícolas (excluyendo alimentos y bebidas)
75439.013;Inspector de calidad de productos eléctricos
75439.014;Inspector de calidad de productos electrónicos
75439.015;Inspector de calidad de productos mecánicos
75439.016;Inspector de calidad en productos agropecuarios
75439.017;Inspector de control de calidad
75439.018;Inspector de control de calidad de cigarrillos
75439.019;Inspector de control de calidad de equipos electrónicos
75439.020;Inspector de control de calidad de fabricación de plástico y caucho
75439.021;Inspector de control de calidad de máquinas
75439.022;Inspector de control de calidad de procesamiento de vidrio
75439.023;Inspector de control de calidad de productos plásticos
75439.025;Inspector de productos eléctricos
75439.026;Inspector de productos electrónicos
75439.027;Inspector de productos excepto alimentos y bebidas
75439.028;Inspector final de vehículos
75439.029;Inspector probador de motores eléctricos
75439.030;Inspector probador de producción en línea de aparatos eléctricos
75439.031;Inspector producción en línea aparatos eléctricos
75439.032;Inspector productos plásticos
75439.033;Técnico QA/QC (control de calidad) industria petrolera
75439.034;Inspector de calidad de producto terminado en fibras sintéticas
75439.035;Inspector de calidad de producto terminado en plástico y caucho
7544;Fumigadores y otros controladores de plagas y malas hierbas
75440;Fumigadores y otros controladores de plagas y malas hierbas
75440.001;Aplicador de fungicida
75440.002;Aplicador de productos agrícolas
75440.003;Aseador especializado fumigador
75440.004;Controlador de malas hierbas
75440.005;Controlador de plagas
75440.006;Desratizador
75440.007;Exterminador de plagas
75440.008;Fumigador
75440.009;Fumigador agrícola
75440.010;Operario de control de plagas
75440.011;Operario de fumigación
75440.012;Operario fumigación vivero
7549;Otros oficiales, operarios y oficios relacionados no clasificados en otros grupos primarios
75490;Otros oficiales, operarios y oficios relacionados no clasificados en otros grupos primarios
75490.001;Esmerilador de lentes
75490.002;Modelador de lentes de cristal óptico
75490.003;Pirotécnico
75490.004;Pulidor de lentes ópticos
8;OPERADORES DE INSTALACIONES Y MÁQUINAS Y ENSAMBLADORES
81;OPERADORES DE INSTALACIONES FIJAS Y MÁQUINAS
811;Operadores de instalaciones mineras y de extracción y procesamiento de minerales 
8111;Mineros y operadores de instalaciones mineras
81111;Mineros y canteros
81111.001;Cantero
81111.002;Minero
81111.003;Minero de avance
81111.004;Minero de galería
81111.005;Minero de producción bajo tierra
81111.006;Minero de socavón
81111.007;Minero de subsuelo
81111.008;Minero de superficie
81111.009;Operador de extractor de arena
81111.010;Operador de perforación minería subterránea
81111.011;Picador en minas
81112;Operadores de servicios e instalaciones mineras
81112.001;Ademador de minas
81112.002;Apuntalador de minas
81112.003;Canastero minería subterránea
81112.004;Desentibador de minas
81112.005;Enganchador de vagonetas de minas
81112.006;Entibador de minería
81112.007;Operador de apoyo y servicios en minería bajo tierra
81112.008;Operador de bombeo en minería subterránea
81112.009;Operador de clasificación en minería
81112.010;Operador de instalaciones mineras
81112.011;Operador de máquina trituradora de minería subterránea
81112.012;Operador de molienda en minería
81112.013;Operador de planta de cantera
81112.014;Operador de planta de máquina cortadora de minería
81112.015;Operador de sistema descargue minerales
81112.016;Operador de sistemas de ventilación en minería subterránea
81112.017;Operador de taladro para perforación de minería subterránea
81112.018;Operador de tolvas en minería
81112.019;Operador de transportador mecánico en minería subterránea
81112.020;Operador de transportadora de mineral en minería subterránea
81112.021;Operador de trituración en minería
81112.022;Recuperador minería subterránea
81112.023;Saca muestras en minería
81112.024;Seleccionador de piedras en minas
81112.025;Tolvero minas
81112.026;Tomador de muestras en minas
81112.027;Trabajador de construcción en minas
81112.028;Trabajador de transporte de materiales en minería subterránea
81113;Operadores de equipo pesado de minería
81113.001;Operador de camión minero
81113.002;Operador de dragalina para minería
81113.003;Operador de equipo de arrastre en minas
81113.004;Operador de equipo de arrastre en minería subterránea
81113.005;Operador de equipo minero
81113.006;Operador de excavadora de arrastre para minería
81113.007;Operador de máquina cortadora en minería subterránea
81113.008;Operador de máquina de arranque continuo en minas
81113.009;Operador de máquina de minería subterránea
81113.010;Operador de máquina perforadora en canteras
81113.011;Operador de máquina perforadora en mina
81113.012;Operador de máquina perforadora en minería de superficie
81113.013;Operador de máquina perforadora en minería subterránea
81113.014;Operador de máquina rozadora de minería
81113.015;Operador de maquinaria de minería continua
81113.016;Operador de pala cargadora en minería
81113.017;Operador de perforadora jumbo en minería subterránea
81113.018;Operador moto traíllas minería
81113.019;Operador motoniveladoras minería
81113.020;Operador palas y cargadores minería
81113.021;Operador tanqueros minería
81113.022;Operador tractores de llantas minería
81113.023;Operador tractores de orugas minería
8112;Operadores de instalaciones de procesamiento de minerales y rocas
81120;Operadores de instalaciones de procesamiento de minerales y rocas
81120.001;Apurador lavador de mineral
81120.002;Colador de carbón
81120.003;Colador de minerales
81120.004;Cribador de carbón
81120.005;Cribador de minerales
81120.006;Escogedor de minerales
81120.007;Estriador de minerales
81120.008;Lavador de carbón
81120.009;Lavador de minerales
81120.010;Machacador de minerales
81120.011;Molinero de minerales
81120.012;Operador de flotación de cobre
81120.013;Operador de flotación de minerales
81120.014;Operador de flotación de molibdeno
81120.015;Operador de horno de solera
81120.016;Operador de instalación de corte o procesamiento de rocas
81120.017;Operador de instalación de procesamiento de minerales
81120.018;Operador de instalaciones de precipitación de minas
81120.019;Operador de instalaciones de precipitación de oro
81120.020;Operador de instalaciones de precipitación de plata
81120.021;Operador de máquina aserradora de piedra
81120.022;Operador de máquina cono de separación de minas
81120.023;Operador de máquina de cianuración de metales
81120.024;Operador de máquina de cribas hidráulicas
81120.025;Operador de máquina de labrar piedra
81120.026;Operador de máquina de labrar pizarra
81120.027;Operador de máquina de molino de bolas para mineral
81120.028;Operador de máquina de procesamiento de piedra
81120.029;Operador de máquina de pulverizadora de minerales
81120.030;Operador de máquina de triturar piedra
81120.031;Operador de máquina granuladora de mineral de hierro
81120.032;Operador de máquina machacadora de rocas
81120.033;Operador de máquina prensa pellets mineral
81120.034;Operador de máquina prensadora de pellets mineral
81120.035;Operador de máquina quebrantadora de carbón
81120.036;Operador de máquina quebrantadora de minerales
81120.037;Operador de máquina quebrantadora de piedra
81120.038;Operador de máquina quebrantadora de roca
